time,distance,filtered,control,setpoint
10.7798,31.0,31.0,107.0,125.0
10.815,31.0,31.0,107.0,125.0
10.8452,28.0,31.0,107.0,125.0
10.8757,29.0,30.0,107.0,125.0
10.9224,28.0,29.0,107.0,125.0
10.9534,28.0,28.0,107.0,125.0
10.9837,30.0,28.0,107.0,125.0
11.0249,27.0,28.0,107.0,125.0
11.0614,27.0,27.0,107.0,125.0
11.0913,30.0,27.0,107.0,125.0
11.1391,32.0,28.0,91.0,125.0
11.1701,32.0,30.0,91.0,125.0
11.2001,33.0,31.0,91.0,125.0
11.2438,34.0,32.0,91.0,125.0
11.2779,37.0,33.0,91.0,125.0
11.3088,38.0,34.0,91.0,125.0
11.3497,40.0,36.0,91.0,125.0
11.3863,40.0,38.0,91.0,125.0
11.4171,40.0,39.0,91.0,125.0
11.4579,41.0,39.0,91.0,125.0
11.4939,41.0,40.0,91.0,125.0
11.526,38.0,40.0,91.0,125.0
11.5658,41.0,40.0,91.0,125.0
11.6022,39.0,39.0,91.0,125.0
11.6334,40.0,39.0,110.0,125.0
11.6838,39.0,39.0,110.0,125.0
11.7087,37.0,39.0,110.0,125.0
11.7414,36.0,38.0,110.0,125.0
11.7832,35.0,37.0,110.0,125.0
11.8202,31.0,36.0,110.0,125.0
11.8508,31.0,33.0,110.0,125.0
11.8913,31.0,32.0,110.0,125.0
11.9275,31.0,31.0,110.0,125.0
11.9601,29.0,31.0,110.0,125.0
12.0016,30.0,30.0,110.0,125.0
